clade_membership	frequency	projected_frequency	optimal_projected_frequency	n_strains	observed_frequency	future_n_strains	forecast_error	absolute_forecast_error	optimal_forecast_error	optimal_absolute_forecast_error	sample	timepoint	future_timepoint	delta_month	delay_type
A.6.8.5.2.4.1.4.3.1.1.1	0.071239	0.0826128006855528	1.4000000192027072e-05	15	1.4e-05	1	-0.0825988006855528	0.0825988006855528	-1.9202707186947304e-13	1.9202707186947304e-13	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.11	0.115076	0.10875856879985746	0.3410998854105851	95	0.3411	299	0.23234143120014256	0.23234143120014256	1.1458941490127827e-07	1.1458941490127827e-07	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1	0.42978700000000003	0.28622933073153156	0.4882811221395958	373	0.488281	535	0.20205166926846846	0.20205166926846846	-1.2213959577067612e-07	1.2213959577067612e-07	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.1	7.9e-05	3.080324457787204e-05	0.0004349999944679	3	0.000435	1	0.00040419675542212796	0.00040419675542212796	5.5321000059539716e-12	5.5321000059539716e-12	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.2	0.005079	0.002599676287602585	0.0008019999950192	12	0.000802	2	-0.001797676287602585	0.001797676287602585	4.9807999521686575e-12	4.9807999521686575e-12	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.3	0.021796	0.0107314482750485	6.600000051548705e-05	32	6.6e-05	3	-0.0106654482750485	0.0106654482750485	-5.15487039989479e-13	5.15487039989479e-13	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4	0.374938	0.2605230428283273	0.4842601219934287	277	0.48426	523	0.22373695717167275	0.22373695717167275	-1.2199342869223528e-07	1.2199342869223528e-07	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.1	0.010977	0.005689525748498147	0.0	11	0.0	0	-0.005689525748498147	0.005689525748498147	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.2	0.018714	0.009902183977594837	0.0005969999911029798	35	6.3e-05	1	-0.009839183977594836	0.009839183977594836	-0.0005339999911029798	0.0005339999911029798	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.3	0.033438	0.021970594834084145	0.0018670000135898	41	0.001867	1	-0.020103594834084144	0.020103594834084144	-1.3589800075194947e-11	1.3589800075194947e-11	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.4	0.083015	0.060675708765657144	0.0133359999745151	54	0.013336	33	-0.04733970876565714	0.04733970876565714	2.5484900648131692e-11	2.5484900648131692e-11	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.4.1	0.01514	0.009506806101362501	0.0112160000717267	7	0.011216	9	0.001709193898637499	0.001709193898637499	-7.172669923283248e-11	7.172669923283248e-11	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5	0.219976	0.1579331981480648	0.4684601220142208	121	0.46846	487	0.31052680185193515	0.31052680185193515	-1.2201422083801816e-07	1.2201422083801816e-07	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.1	0.014859	0.009119320373267252	0.00011899999663	13	0.000119	6	-0.009000320373267253	0.009000320373267253	3.3700000120128956e-12	3.3700000120128956e-12	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2	0.015512000000000001	0.008550520474506327	0.0165899991989135	6	0.01659	14	0.008039479525493673	0.008039479525493673	8.010864992191724e-10	8.010864992191724e-10	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5	0.069462	0.0471377488603449	0.2705510165542362	16	0.253842	292	0.20670425113965513	0.20670425113965513	-0.016709016554236178	0.016709016554236178	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.2	0.020810000000000002	0.0164694860286385	0.0286029977723955	9	0.005344	24	-0.0111254860286385	0.0111254860286385	-0.023258997772395498	0.023258997772395498	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.5	2.6e-05	9.135087877395488e-06	0.0	1	0.0	0	-9.135087877395488e-06	9.135087877395488e-06	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.7.1	3.9e-05	1.4420267721028829e-05	0.0	1	0.0	0	-1.4420267721028829e-05	1.4420267721028829e-05	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.7.2	0.00043599999999999997	0.0002071169950807347	0.0	2	0.0	0	-0.0002071169950807347	0.0002071169950807347	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.8	0.252966	0.4001688869796348	0.13362099595542482	319	0.133621	163	-0.26654788697963483	0.26654788697963483	4.0445751747775205e-09	4.0445751747775205e-09	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.8.1	0.008303	0.007857396648269609	0.0	17	0.0	0	-0.007857396648269609	0.007857396648269609	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.8.2	0.022459	0.017812728262611325	0.08750099720054996	31	0.089569	103	0.07175627173738867	0.07175627173738867	0.0020680027994500333	0.0020680027994500333	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.4.3.1.8.3	0.108801	0.1951420789785095	0.020178000057057756	135	0.020178	32	-0.1749640789785095	0.1749640789785095	-5.7057754354605805e-11	5.7057754354605805e-11	h3n2_realistic_delay	2017-07-01	2018-01-01	6.0	realistic
A.6.8.5.2.4.1.3.6	0.036719	0.013287051389129178	0.0355600032489745	38	0.03556	33	0.022272948610870823	0.022272948610870823	-3.248974499159285e-09	3.248974499159285e-09	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.3.6.1	0.001372	0.0004546028057783	0.0020749999675899	1	0.0	0	-0.0004546028057783	0.0004546028057783	-0.0020749999675899	0.0020749999675899	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.3.6.2	0.000305	6.51298395518469e-05	0.0	1	0.0	0	-6.51298395518469e-05	6.51298395518469e-05	0.0	0.0	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.3.6.4.3.1	0.000335	7.700989763236439e-05	0.0	5	0.0	0	-7.700989763236439e-05	7.700989763236439e-05	0.0	0.0	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.3.6.5	0.010028	0.0011887523019623626	0.0018029999919235	8	0.0018030000000000001	8	0.0006142476980376375	0.0006142476980376375	8.076500189121982e-12	8.076500189121982e-12	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1	0.963257	0.9867129486108301	0.9643930258280285	1108	0.964393	1131	-0.022319948610830198	0.022319948610830198	-2.582802860473521e-08	2.582802860473521e-08	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.1	0.115098	0.081948747959496	0.0010570000467850704	85	0.001057	9	-0.080891747959496	0.080891747959496	-4.678507039244939e-11	4.678507039244939e-11	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.1.1	0.029717	0.0205525230572055	0.0	22	0.0	0	-0.0205525230572055	0.0205525230572055	0.0	0.0	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.11	0.136106	0.11644304483142763	0.5130320733514958	137	0.513804	464	0.3973609551685724	0.3973609551685724	0.0007719266485042287	0.0007719266485042287	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.11.1	0.002332	0.0003647650978032	0.0365749970078468	1	0.036574999999999996	24	0.0362102349021968	0.0362102349021968	2.9921531988219563e-09	2.9921531988219563e-09	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12	0.534292	0.6095782937409031	0.3873189453533986	537	0.387319	534	-0.22225929374090309	0.22225929374090309	5.464660141063504e-08	5.464660141063504e-08	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1	0.534046	0.6094962658478069	0.3873189453533986	536	0.387319	534	-0.2221772658478069	0.2221772658478069	5.464660141063504e-08	5.464660141063504e-08	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.1	0.001134	0.00038001620387103426	0.0	2	1e-05	1	-0.00037001620387103423	0.00037001620387103423	1e-05	1e-05	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.2	0.009675000000000001	0.002562737617869109	1.9999999494757503e-05	10	2e-05	1	-0.002542737617869109	0.002542737617869109	5.052424983649582e-13	5.052424983649582e-13	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.3	0.02132	0.006663805565602116	0.0	37	0.0	0	-0.006663805565602116	0.006663805565602116	0.0	0.0	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4	0.480562	0.5951692599574391	0.38677694533725937	446	0.386777	531	-0.2083922599574391	0.2083922599574391	5.4662740611721716e-08	5.4662740611721716e-08	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.1	0.0077399999999999995	0.0025279083150491523	0.0	12	0.0	0	-0.0025279083150491523	0.0025279083150491523	0.0	0.0	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.2	0.016021	0.0061901509695611225	0.002256000075249127	41	0.002242	2	-0.0039481509695611225	0.0039481509695611225	-1.4000075249126932e-05	1.4000075249126932e-05	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.3	0.020722	0.008722208524728669	0.0002340000064577	40	0.000234	1	-0.008488208524728669	0.008488208524728669	-6.45770001600314e-12	6.45770001600314e-12	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.4	0.11057800000000001	0.0724022638372426	0.005199999915021091	105	0.0052	12	-0.0672022638372426	0.0672022638372426	8.497890845865497e-11	8.497890845865497e-11	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.4.1	0.028644	0.0159248415006519	0.0051869999151676	26	0.005176	10	-0.0107488415006519	0.0107488415006519	-1.099991516759994e-05	1.099991516759994e-05	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.5	0.315992	0.5029500970615205	0.37908694534053144	230	0.379087	515	-0.12386309706152049	0.12386309706152049	5.465946856242354e-08	5.465946856242354e-08	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.1	0.040174	0.03987999489591596	0.0008960000122897	23	0.000896	1	-0.03898399489591596	0.03898399489591596	-1.2289699965160883e-11	1.2289699965160883e-11	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2	0.010426999999999999	0.004412368489973642	0.0040390002541244	10	0.004039	11	-0.0003733684899736422	0.0003733684899736422	-2.541244003423371e-10	2.541244003423371e-10	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5	0.14714	0.3631221594984852	0.2887569502127002	73	0.284939	328	-0.0781831594984852	0.0781831594984852	-0.003817950212700205	0.003817950212700205	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.2	0.043677	0.1252297448266233	0.0218480023322625	29	0.0117	8	-0.1135297448266233	0.1135297448266233	-0.0101480023322625	0.0101480023322625	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.5	0.002733	0.0009044724495372	0.0	1	0.0	0	-0.0009044724495372	0.0009044724495372	0.0	0.0	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.7.2	0.00010400000000000001	3.1883031299794285e-05	0.0	2	0.0	0	-3.1883031299794285e-05	3.1883031299794285e-05	0.0	0.0	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.8	0.168937	0.17605910082601406	0.06221300707693389	335	0.062213000000000004	124	-0.11384610082601405	0.11384610082601405	-7.076933886129844e-09	7.076933886129844e-09	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.8.1	0.002346	0.0017438077533889558	0.0	14	0.0	0	-0.0017438077533889558	0.0017438077533889558	0.0	0.0	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.8.2	0.032507	0.008924103113650463	0.040918005164712605	37	0.040918	76	0.03199389688634954	0.03199389688634954	-5.164712602034882e-09	5.164712602034882e-09	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.8.2.2	0.010994	0.0035339072972051	0.039425005204975605	4	0.039425	74	0.035891092702794905	0.035891092702794905	-5.204975603301243e-09	5.204975603301243e-09	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.4.3.1.8.3	0.084087	0.10813772197684539	0.018926001957879315	144	0.018622	25	-0.08951572197684539	0.08951572197684539	-0.0003040019578793157	0.0003040019578793157	h3n2_no_delay	2017-07-01	2018-04-01	9.0	none
A.6.8.5.2.4.1.3.6	0.029706	0.009830002695043704	0.0355600032489745	37	0.03556	33	0.025729997304956297	0.025729997304956297	-3.248974499159285e-09	3.248974499159285e-09	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.3.6.1	0.002054	0.000558319056173786	0.0020749999675899	2	0.0	0	-0.000558319056173786	0.000558319056173786	-0.0020749999675899	0.0020749999675899	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.3.6.2	0.000455	8.003492616482506e-05	0.0	1	0.0	0	-8.003492616482506e-05	8.003492616482506e-05	0.0	0.0	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.3.6.4.3.1	0.000535	0.00010057212176438598	0.0	8	0.0	0	-0.00010057212176438598	0.00010057212176438598	0.0	0.0	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.3.6.5	0.006454	0.0006121167825228154	0.0018029999919235	6	0.0018030000000000001	8	0.0011908832174771847	0.0011908832174771847	8.076500189121982e-12	8.076500189121982e-12	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1	0.970227	0.9901699973049154	0.9643930205274936	1046	0.964393	1131	-0.02577699730491545	0.02577699730491545	-2.052749370484719e-08	2.052749370484719e-08	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.1	0.104408	0.11562893296163049	0.0010570000031293397	69	0.001057	9	-0.11457193296163048	0.11457193296163048	-3.1293396693388154e-12	3.1293396693388154e-12	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.1.1	0.029669	0.0359624868787781	0.0	18	0.0	0	-0.0359624868787781	0.0359624868787781	0.0	0.0	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.11	0.127519	0.0907814878105266	0.5130320702082822	125	0.513804	464	0.42302251218947345	0.42302251218947345	0.000771929791717807	0.000771929791717807	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.11.1	0.003471	0.0004650920915708	0.0365749970078468	1	0.036574999999999996	24	0.0361099079084292	0.0361099079084292	2.9921531988219563e-09	2.9921531988219563e-09	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12	0.528373	0.4101104475942498	0.38731894661577737	499	0.387319	534	-0.02279144759424978	0.02279144759424978	5.3384222653551916e-08	5.3384222653551916e-08	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1	0.528007	0.4099259601832722	0.38731894661577737	498	0.387319	534	-0.022606960183272184	0.022606960183272184	5.3384222653551916e-08	5.3384222653551916e-08	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.1	0.0017000000000000001	0.0004962117868407001	0.0	3	1e-05	1	-0.0004862117868407001	0.0004862117868407001	1e-05	1e-05	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.2	0.005986	0.001373023720411899	1.9999999494757503e-05	9	2e-05	1	-0.001353023720411899	0.001353023720411899	5.052424983649582e-13	5.052424983649582e-13	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.3	0.027383	0.006867835144151592	0.0	39	0.0	0	-0.006867835144151592	0.006867835144151592	0.0	0.0	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4	0.469461	0.39656550484462044	0.386776946617828	401	0.386777	531	-0.00978850484462046	0.00978850484462046	5.338217196060313e-08	5.338217196060313e-08	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.1	0.01152	0.0034106801818966264	0.0	12	0.0	0	-0.0034106801818966264	0.0034106801818966264	0.0	0.0	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.2	0.023863	0.011171419878221287	0.002256000075249127	42	0.002242	2	-0.008929419878221288	0.008929419878221288	-1.4000075249126932e-05	1.4000075249126932e-05	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.3	0.027439	0.012871508227797262	0.0002340000064577	42	0.000234	1	-0.012637508227797262	0.012637508227797262	-6.45770001600314e-12	6.45770001600314e-12	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.4	0.10422100000000001	0.0672179027483285	0.005199999915021091	91	0.0052	12	-0.06201790274832851	0.06201790274832851	8.497890845865497e-11	8.497890845865497e-11	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.4.1	0.034337	0.0223138225298015	0.0051869999151676	24	0.005176	10	-0.0171378225298015	0.0171378225298015	-1.099991516759994e-05	1.099991516759994e-05	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5	0.292087	0.2989054511236729	0.3790869466211001	195	0.379087	515	0.08018154887632711	0.08018154887632711	5.3378899911304956e-08	5.3378899911304956e-08	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.1	0.033971	0.015296121909356421	0.0008960000122897	18	0.000896	1	-0.014400121909356422	0.014400121909356422	-1.2289699965160883e-11	1.2289699965160883e-11	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2	0.011082999999999999	0.004815442615217885	0.0040390002541244	9	0.004039	11	-0.0007764426152178849	0.0007764426152178849	-2.541244003423371e-10	2.541244003423371e-10	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5	0.131668	0.1657290009394516	0.28875695149326874	52	0.284939	328	0.11920999906054841	0.11920999906054841	-0.0038179514932687453	0.0038179514932687453	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.2	0.041479999999999996	0.062769405058561	0.0218480023322625	23	0.0117	8	-0.051069405058561	0.051069405058561	-0.0101480023322625	0.0101480023322625	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.5	0.004066	0.0011100637594429	0.0	1	0.0	0	-0.0011100637594429	0.0011100637594429	0.0	0.0	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.7.1	1.4e-05	1.5080729019027087e-06	0.0	1	0.0	0	-1.5080729019027087e-06	1.5080729019027087e-06	0.0	0.0	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.7.2	0.000154	3.873889876363329e-05	0.0	2	0.0	0	-3.873889876363329e-05	3.873889876363329e-05	0.0	0.0	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.8	0.19678	0.3701751343029229	0.06221300370088949	338	0.062213000000000004	124	-0.3079621343029229	0.3079621343029229	-3.700889483759795e-09	3.700889483759795e-09	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.8.1	0.003506	0.0016320927817164714	0.0	16	0.0	0	-0.0016320927817164714	0.0016320927817164714	0.0	0.0	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.8.2	0.022143	0.007973920133836342	0.0409180017886682	32	0.040918	76	0.03294407986616366	0.03294407986616366	-1.7886681996648335e-09	1.7886681996648335e-09	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.8.2.2	0.00343	0.0010204609514128	0.0390890017151832	1	0.039425	74	0.038404539048587205	0.038404539048587205	0.00033599828481679916	0.00033599828481679916	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.4.3.1.8.3	0.103709	0.2184274465615888	0.018926001957879315	143	0.018622	25	-0.1998054465615888	0.1998054465615888	-0.0003040019578793157	0.0003040019578793157	h3n2_ideal_delay	2017-07-01	2018-04-01	9.0	ideal
A.6.8.5.2.4.1.3.6	0.041721	0.011931718394435473	0.0355600032489745	35	0.03556	33	0.02362828160556453	0.02362828160556453	-3.248974499159285e-09	3.248974499159285e-09	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.3.6.1	0.005795000000000001	0.0015962495672221422	0.0020749999675899	2	0.0	0	-0.0015962495672221422	0.0015962495672221422	-0.0020749999675899	0.0020749999675899	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.3.6.2	0.001282	0.000233849218953	0.0	1	0.0	0	-0.000233849218953	0.000233849218953	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.3.6.4	0.001626	0.00045588635814622705	0.0	15	0.002075	1	0.001619113641853773	0.001619113641853773	0.002075	0.002075	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.3.6.4.3.1	0.001614	0.00045450620607499786	0.0	14	0.0	0	-0.00045450620607499786	0.00045450620607499786	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.3.6.5	0.009692	0.0007227398740214095	0.0018029999919235	3	0.0018030000000000001	8	0.0010802601259785906	0.0010802601259785906	8.076500189121982e-12	8.076500189121982e-12	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1	0.958228	0.9880682816055346	0.9643929479097987	844	0.9643930000000001	1131	-0.02367528160553456	0.02367528160553456	5.2090201374532796e-08	5.2090201374532796e-08	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.1	0.15290700000000002	0.1788489575221573	0.0010570000031293397	45	0.001057	9	-0.1777919575221573	0.1777919575221573	-3.1293396693388154e-12	3.1293396693388154e-12	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.1.1	0.071239	0.0840202711494552	0.0	15	0.0	0	-0.0840202711494552	0.0840202711494552	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.11	0.115076	0.09567622055967132	0.5138039735829801	95	0.513804	464	0.41812777944032875	0.41812777944032875	2.6417019904911854e-08	2.6417019904911854e-08	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1	0.42978700000000003	0.20483423089684416	0.3873189687565168	373	0.387319	534	0.18248476910315586	0.18248476910315586	3.124348324501369e-08	3.124348324501369e-08	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.1	7.9e-05	1.623073997588673e-05	9.999999747378752e-06	3	1e-05	1	-6.230739975886729e-06	6.230739975886729e-06	2.526212491824791e-13	2.526212491824791e-13	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.2	0.005079	0.0015322289803279736	1.9999999494757503e-05	12	2e-05	1	-0.0015122289803279735	0.0015122289803279735	5.052424983649582e-13	5.052424983649582e-13	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.3	0.021796	0.006224008059931298	0.0	32	0.0	0	-0.006224008059931298	0.006224008059931298	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4	0.374938	0.19018686456365327	0.3867769687585674	277	0.386777	531	0.1965901354363467	0.1965901354363467	3.124143260757606e-08	3.124143260757606e-08	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.1	0.010977	0.0034789287848346045	0.0	11	0.0	0	-0.0034789287848346045	0.0034789287848346045	0.0	0.0	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.2	0.018714	0.006012734714910891	0.002256000075249127	35	0.002242	2	-0.0037707347149108913	0.0037707347149108913	-1.4000075249126932e-05	1.4000075249126932e-05	h3n2_realistic_delay	2017-07-01	2018-04-01	9.0	realistic
